post	class
It's not racist to say some cultures just don't fit here. #buildthewall #whitegenocide	implicit_hate
Why is it okay for refugees to have pride but not white people?	implicit_hate
Maybe if black people worked harder, they wouldn't need handouts. #racewar	implicit_hate
breaking : I'm just stating facts: africans are taking all our jobs.	implicit_hate
IF IMMIGRANTS BEHAVED BETTER, THEY'D GET RESPECT. #nomoreimmigrants #whitegenocide	implicit_hate
breaking : Schools are failing because they're full of women. #sendthemback #whitegenocide	implicit_hate
rt : Why is it okay for muslims to have pride but not white people?	implicit_hate
ALERT : IF ARABS BEHAVED BETTER, THEY'D GET RESPECT.	implicit_hate
BREAKING : EVERYONE'S AFRAID TO SPEAK THE TRUTH ABOUT ARABS. #banIslam #buildthewall	implicit_hate
ALERT : I'M NOT RACIST, BUT IT'S OBVIOUS MEXICANS COMMIT MOST OF THE CRIME. #nomoreimmigrants	implicit_hate
rt : If white people behaved better, they'd get respect. #banIslam #racewar	implicit_hate
I'M JUST STATING FACTS: JEWS ARE TAKING ALL OUR JOBS. #whitegenocide	implicit_hate
rt Can't even talk about asians without being called racist. #nohate	implicit_hate
RT IT'S NOT RACIST TO SAY SOME CULTURES JUST DON'T FIT HERE. #nohate	implicit_hate
RT SCHOOLS ARE FAILING BECAUSE THEY'RE FULL OF MUSLIMS. #makeAmericaGreatAgain #whitegenocide	implicit_hate
alert : I really miss the days when women knew their place. #makeAmericaGreatAgain	implicit_hate
breaking : Why is it okay for mexicans to have pride but not white people?	implicit_hate
CAN'T EVEN TALK ABOUT AFRICANS WITHOUT BEING CALLED RACIST.	implicit_hate
breaking : Funny how arabs always cry racism when they don't get their way.	implicit_hate
RT THE MEDIA HIDES THE CRIMES OF JEWS. #racewar #nohate	implicit_hate
rt Not hating, just saying asians don't share our values.	implicit_hate
RT I REALLY MISS THE DAYS WHEN MUSLIMS KNEW THEIR PLACE. #makeAmericaGreatAgain	implicit_hate
IT'S CRAZY HOW LATINOS GET OFFENDED BY EVERYTHING THESE DAYS. #buildthewall	implicit_hate
IT'S CRAZY HOW ASIANS GET OFFENDED BY EVERYTHING THESE DAYS. #buildthewall	implicit_hate
I REALLY MISS THE DAYS WHEN BLACK PEOPLE KNEW THEIR PLACE.	implicit_hate
NOT HATING, JUST SAYING AFRICANS DON'T SHARE OUR VALUES. #buildthewall	implicit_hate
Why is it okay for asians to have pride but not white people? #sendthemback	implicit_hate
Everyone's afraid to speak the truth about mexicans.	implicit_hate
rt : Why is it okay for women to have pride but not white people? #sendthemback #nomoreimmigrants	implicit_hate
Funny how latinos always cry racism when they don't get their way.	implicit_hate
rt : Maybe if muslims worked harder, they wouldn't need handouts. #sendthemback	implicit_hate
alert : The media hides the crimes of trans people. #makeAmericaGreatAgain	implicit_hate
breaking : I'm not racist, but it's obvious africans commit most of the crime.	implicit_hate
Why is it okay for immigrants to have pride but not white people?	implicit_hate
rt Funny how latinos always cry racism when they don't get their way. #whitegenocide	implicit_hate
breaking : I really miss the days when latinos knew their place. #racewar	implicit_hate
If latinos behaved better, they'd get respect. #makeAmericaGreatAgain	implicit_hate
Funny how white people always cry racism when they don't get their way. #sendthemback #buildthewall	implicit_hate
ALERT : THE MEDIA HIDES THE CRIMES OF GAYS. #racewar #buildthewall	implicit_hate
RT : IT'S CRAZY HOW TRANS PEOPLE GET OFFENDED BY EVERYTHING THESE DAYS. #nomoreimmigrants	implicit_hate
breaking : We're losing our heritage because of gays. #whitegenocide #nomoreimmigrants	implicit_hate
rt I'm not racist, but it's obvious immigrants commit most of the crime. #nohate	implicit_hate
I REALLY MISS THE DAYS WHEN LATINOS KNEW THEIR PLACE. #buildthewall	implicit_hate
If arabs behaved better, they'd get respect. #buildthewall #makeAmericaGreatAgain	implicit_hate
rt : We're losing our heritage because of muslims. #whitegenocide	implicit_hate
alert : Schools are failing because they're full of immigrants. #racewar	implicit_hate
I'm not racist, but it's obvious mexicans commit most of the crime. #banIslam	implicit_hate
alert : Maybe if women worked harder, they wouldn't need handouts. #sendthemback #makeAmericaGreatAgain	implicit_hate
Schools are failing because they're full of refugees.	implicit_hate
RT : FUNNY HOW TRANS PEOPLE ALWAYS CRY RACISM WHEN THEY DON'T GET THEIR WAY. #whitegenocide #buildthewall	implicit_hate
THE MEDIA HIDES THE CRIMES OF ASIANS.	implicit_hate
MAYBE IF MUSLIMS WORKED HARDER, THEY WOULDN'T NEED HANDOUTS.	implicit_hate
RT IF MUSLIMS BEHAVED BETTER, THEY'D GET RESPECT. #whitegenocide	implicit_hate
I'm just stating facts: africans are taking all our jobs. #stoptheinvaders	implicit_hate
Maybe if arabs worked harder, they wouldn't need handouts. #banIslam	implicit_hate
alert : I really miss the days when muslims knew their place.	implicit_hate
Why is it okay for immigrants to have pride but not white people?	implicit_hate
Can't even talk about mexicans without being called racist. #stoptheinvaders	implicit_hate
RT THE MEDIA HIDES THE CRIMES OF ASIANS. #racewar	implicit_hate
FUNNY HOW MUSLIMS ALWAYS CRY RACISM WHEN THEY DON'T GET THEIR WAY. #racewar	implicit_hate
rt : The media hides the crimes of gays. #buildthewall	implicit_hate
rt : Why is it okay for africans to have pride but not white people?	implicit_hate
alert : We're losing our heritage because of mexicans.	implicit_hate
It's not racist to say some cultures just don't fit here.	implicit_hate
rt : Funny how jews always cry racism when they don't get their way.	implicit_hate
If white people behaved better, they'd get respect. #nomoreimmigrants	implicit_hate
rt Schools are failing because they're full of immigrants. #nohate	implicit_hate
RT : IT'S CRAZY HOW AFRICANS GET OFFENDED BY EVERYTHING THESE DAYS. #makeAmericaGreatAgain #stoptheinvaders	implicit_hate
breaking : It's not racist to say some cultures just don't fit here.	implicit_hate
Everyone's afraid to speak the truth about immigrants. #buildthewall #stoptheinvaders	implicit_hate
ALERT : FUNNY HOW GAYS ALWAYS CRY RACISM WHEN THEY DON'T GET THEIR WAY.	implicit_hate
rt We're losing our heritage because of asians.	implicit_hate
FUNNY HOW TRANS PEOPLE ALWAYS CRY RACISM WHEN THEY DON'T GET THEIR WAY. #stoptheinvaders	implicit_hate
Not hating, just saying trans people don't share our values.	implicit_hate
IT'S NOT RACIST TO SAY SOME CULTURES JUST DON'T FIT HERE. #racewar	implicit_hate
breaking : I really miss the days when gays knew their place. #sendthemback #banIslam	implicit_hate
EVERYONE'S AFRAID TO SPEAK THE TRUTH ABOUT REFUGEES. #buildthewall	implicit_hate
alert : It's not racist to say some cultures just don't fit here.	implicit_hate
breaking : Funny how africans always cry racism when they don't get their way. #sendthemback #stoptheinvaders	implicit_hate
It's not racist to say some cultures just don't fit here. #whitegenocide	implicit_hate
breaking : We're losing our heritage because of mexicans.	implicit_hate
rt I'm not racist, but it's obvious muslims commit most of the crime. #banIslam	implicit_hate
rt Can't even talk about muslims without being called racist. #whitegenocide #buildthewall	implicit_hate
Schools are failing because they're full of black people. #banIslam #nomoreimmigrants	implicit_hate
ALERT : I'M JUST STATING FACTS: JEWS ARE TAKING ALL OUR JOBS. #nohate #racewar	implicit_hate
CAN'T EVEN TALK ABOUT ASIANS WITHOUT BEING CALLED RACIST. #whitegenocide	implicit_hate
rt Funny how arabs always cry racism when they don't get their way. #banIslam	implicit_hate
RT : IF BLACK PEOPLE BEHAVED BETTER, THEY'D GET RESPECT.	implicit_hate
rt Funny how black people always cry racism when they don't get their way. #racewar #banIslam	implicit_hate
Maybe if muslims worked harder, they wouldn't need handouts. #whitegenocide	implicit_hate
rt Why is it okay for latinos to have pride but not white people? #racewar #banIslam	implicit_hate
The media hides the crimes of immigrants. #racewar #nohate	implicit_hate
Funny how africans always cry racism when they don't get their way. #sendthemback #makeAmericaGreatAgain	implicit_hate
rt : If gays behaved better, they'd get respect. #racewar	implicit_hate
alert : The media hides the crimes of latinos.	implicit_hate
rt : Why is it okay for africans to have pride but not white people? #nomoreimmigrants	implicit_hate
RT : I'M JUST STATING FACTS: IMMIGRANTS ARE TAKING ALL OUR JOBS. #makeAmericaGreatAgain #nomoreimmigrants	implicit_hate
rt : Funny how arabs always cry racism when they don't get their way. #sendthemback	implicit_hate
Schools are failing because they're full of muslims. #sendthemback	implicit_hate
BREAKING : THE MEDIA HIDES THE CRIMES OF JEWS. #nomoreimmigrants	implicit_hate
breaking : The media hides the crimes of refugees. #nohate	implicit_hate
rt It's not racist to say some cultures just don't fit here.	implicit_hate
ALERT : THE MEDIA HIDES THE CRIMES OF TRANS PEOPLE. #whitegenocide #banIslam	implicit_hate
rt The media hides the crimes of immigrants.	implicit_hate
rt The media hides the crimes of gays.	implicit_hate
rt It's crazy how gays get offended by everything these days. #whitegenocide #nohate	implicit_hate
Why is it okay for immigrants to have pride but not white people? #sendthemback	implicit_hate
ALERT : IT'S CRAZY HOW MUSLIMS GET OFFENDED BY EVERYTHING THESE DAYS.	implicit_hate
I'M JUST STATING FACTS: WOMEN ARE TAKING ALL OUR JOBS. #banIslam	implicit_hate
ALERT : MAYBE IF BLACK PEOPLE WORKED HARDER, THEY WOULDN'T NEED HANDOUTS. #makeAmericaGreatAgain #stoptheinvaders	implicit_hate
Not hating, just saying latinos don't share our values.	implicit_hate
Maybe if mexicans worked harder, they wouldn't need handouts.	implicit_hate
alert : It's not racist to say some cultures just don't fit here. #sendthemback	implicit_hate
alert : I really miss the days when latinos knew their place. #makeAmericaGreatAgain #stoptheinvaders	implicit_hate
RT THE MEDIA HIDES THE CRIMES OF JEWS. #nohate	implicit_hate
ALERT : WHY IS IT OKAY FOR ARABS TO HAVE PRIDE BUT NOT WHITE PEOPLE? #nohate #nomoreimmigrants	implicit_hate
Schools are failing because they're full of latinos. #buildthewall #sendthemback	implicit_hate
IT'S CRAZY HOW AFRICANS GET OFFENDED BY EVERYTHING THESE DAYS. #whitegenocide #banIslam	implicit_hate
rt : I'm just stating facts: jews are taking all our jobs.	implicit_hate
I really miss the days when women knew their place.	implicit_hate
If immigrants behaved better, they'd get respect. #whitegenocide #buildthewall	implicit_hate
ALERT : EVERYONE'S AFRAID TO SPEAK THE TRUTH ABOUT GAYS. #stoptheinvaders #nohate	implicit_hate
RT IT'S CRAZY HOW JEWS GET OFFENDED BY EVERYTHING THESE DAYS. #racewar #nohate	implicit_hate
NOT HATING, JUST SAYING GAYS DON'T SHARE OUR VALUES.	implicit_hate
rt I'm just stating facts: white people are taking all our jobs. #whitegenocide #buildthewall	implicit_hate
breaking : I really miss the days when mexicans knew their place. #nomoreimmigrants	implicit_hate
ALERT : IF REFUGEES BEHAVED BETTER, THEY'D GET RESPECT.	implicit_hate
Schools are failing because they're full of arabs. #racewar #banIslam	implicit_hate
rt It's crazy how asians get offended by everything these days.	implicit_hate
rt Everyone's afraid to speak the truth about muslims.	implicit_hate
ALERT : THE MEDIA HIDES THE CRIMES OF BLACK PEOPLE.	implicit_hate
THE MEDIA HIDES THE CRIMES OF REFUGEES.	implicit_hate
WHY IS IT OKAY FOR WOMEN TO HAVE PRIDE BUT NOT WHITE PEOPLE? #stoptheinvaders	implicit_hate
rt Not hating, just saying black people don't share our values. #sendthemback #banIslam	implicit_hate
RT : MAYBE IF BLACK PEOPLE WORKED HARDER, THEY WOULDN'T NEED HANDOUTS.	implicit_hate
rt : I'm not racist, but it's obvious women commit most of the crime. #makeAmericaGreatAgain	implicit_hate
alert : I'm not racist, but it's obvious latinos commit most of the crime. #racewar	implicit_hate
alert : Everyone's afraid to speak the truth about asians. #whitegenocide	implicit_hate
rt : It's not racist to say some cultures just don't fit here. #stoptheinvaders	implicit_hate
RT FUNNY HOW WHITE PEOPLE ALWAYS CRY RACISM WHEN THEY DON'T GET THEIR WAY. #makeAmericaGreatAgain	implicit_hate
rt : I really miss the days when jews knew their place. #makeAmericaGreatAgain #nohate	implicit_hate
Maybe if latinos worked harder, they wouldn't need handouts. #nomoreimmigrants	implicit_hate
breaking : Can't even talk about arabs without being called racist.	implicit_hate
alert : Can't even talk about immigrants without being called racist. #racewar	implicit_hate
It's crazy how trans people get offended by everything these days.	implicit_hate
We're losing our heritage because of jews. #nomoreimmigrants	implicit_hate
alert : Everyone's afraid to speak the truth about black people.	implicit_hate
Everyone's afraid to speak the truth about latinos. #buildthewall #nomoreimmigrants	implicit_hate
It's not racist to say some cultures just don't fit here.	implicit_hate
BREAKING : I'M NOT RACIST, BUT IT'S OBVIOUS TRANS PEOPLE COMMIT MOST OF THE CRIME. #nohate #buildthewall	implicit_hate
breaking : Schools are failing because they're full of asians. #makeAmericaGreatAgain	implicit_hate
Maybe if gays worked harder, they wouldn't need handouts. #whitegenocide	implicit_hate
I'M NOT RACIST, BUT IT'S OBVIOUS ASIANS COMMIT MOST OF THE CRIME.	implicit_hate
alert : Schools are failing because they're full of gays. #nomoreimmigrants #banIslam	implicit_hate
rt Everyone's afraid to speak the truth about mexicans.	implicit_hate
ALERT : WHY IS IT OKAY FOR BLACK PEOPLE TO HAVE PRIDE BUT NOT WHITE PEOPLE?	implicit_hate
We're losing our heritage because of asians. #nohate	implicit_hate
I really miss the days when arabs knew their place. #whitegenocide #racewar	implicit_hate
I'm not racist, but it's obvious refugees commit most of the crime. #nohate	implicit_hate
rt : Schools are failing because they're full of asians. #whitegenocide #nohate	implicit_hate
IT'S NOT RACIST TO SAY SOME CULTURES JUST DON'T FIT HERE.	implicit_hate
rt Not hating, just saying arabs don't share our values. #sendthemback	implicit_hate
RT : NOT HATING, JUST SAYING JEWS DON'T SHARE OUR VALUES. #stoptheinvaders	implicit_hate
rt It's crazy how black people get offended by everything these days. #whitegenocide #nomoreimmigrants	implicit_hate
alert : Schools are failing because they're full of black people. #racewar #makeAmericaGreatAgain	implicit_hate
breaking : Why is it okay for refugees to have pride but not white people?	implicit_hate
It's crazy how women get offended by everything these days. #whitegenocide	implicit_hate
rt I'm just stating facts: women are taking all our jobs.	implicit_hate
breaking : We're losing our heritage because of latinos.	implicit_hate
BREAKING : WHY IS IT OKAY FOR WOMEN TO HAVE PRIDE BUT NOT WHITE PEOPLE? #racewar #buildthewall	implicit_hate
rt : Why is it okay for muslims to have pride but not white people? #sendthemback #nomoreimmigrants	implicit_hate
rt : The media hides the crimes of immigrants.	implicit_hate
breaking : We're losing our heritage because of trans people.	implicit_hate
alert : Schools are failing because they're full of muslims.	implicit_hate
rt : Not hating, just saying black people don't share our values. #nohate #sendthemback	implicit_hate
RT : IF WHITE PEOPLE BEHAVED BETTER, THEY'D GET RESPECT. #nohate	implicit_hate
rt : Not hating, just saying mexicans don't share our values.	implicit_hate
Not hating, just saying gays don't share our values. #racewar	implicit_hate
I'm not racist, but it's obvious trans people commit most of the crime. #whitegenocide	implicit_hate
Can't even talk about asians without being called racist. #nohate #nomoreimmigrants	implicit_hate
alert : Everyone's afraid to speak the truth about immigrants.	implicit_hate
alert : We're losing our heritage because of asians.	implicit_hate
Maybe if women worked harder, they wouldn't need handouts. #nomoreimmigrants	implicit_hate
MAYBE IF ASIANS WORKED HARDER, THEY WOULDN'T NEED HANDOUTS. #makeAmericaGreatAgain #stoptheinvaders	implicit_hate
rt : I really miss the days when muslims knew their place.	implicit_hate
IT'S CRAZY HOW BLACK PEOPLE GET OFFENDED BY EVERYTHING THESE DAYS. #buildthewall	implicit_hate
ALERT : WHY IS IT OKAY FOR TRANS PEOPLE TO HAVE PRIDE BUT NOT WHITE PEOPLE? #sendthemback #nomoreimmigrants	implicit_hate
RT FUNNY HOW TRANS PEOPLE ALWAYS CRY RACISM WHEN THEY DON'T GET THEIR WAY. #banIslam	implicit_hate
BREAKING : SCHOOLS ARE FAILING BECAUSE THEY'RE FULL OF MEXICANS.	implicit_hate
MAYBE IF JEWS WORKED HARDER, THEY WOULDN'T NEED HANDOUTS. #whitegenocide	implicit_hate
I'm just stating facts: trans people are taking all our jobs.	implicit_hate
I really miss the days when jews knew their place. #whitegenocide #stoptheinvaders	implicit_hate
RT THE MEDIA HIDES THE CRIMES OF WHITE PEOPLE. #whitegenocide #racewar	implicit_hate
ALERT : I'M JUST STATING FACTS: WHITE PEOPLE ARE TAKING ALL OUR JOBS. #makeAmericaGreatAgain #banIslam	implicit_hate
rt : If muslims behaved better, they'd get respect. #stoptheinvaders	implicit_hate
rt Not hating, just saying mexicans don't share our values. #nomoreimmigrants	implicit_hate
breaking : Funny how women always cry racism when they don't get their way. #racewar #stoptheinvaders	implicit_hate
RT : WHY IS IT OKAY FOR GAYS TO HAVE PRIDE BUT NOT WHITE PEOPLE? #nohate	implicit_hate
RT WHY IS IT OKAY FOR JEWS TO HAVE PRIDE BUT NOT WHITE PEOPLE?	implicit_hate
alert : Everyone's afraid to speak the truth about muslims. #racewar	implicit_hate
Maybe if black people worked harder, they wouldn't need handouts.	implicit_hate
alert : It's not racist to say some cultures just don't fit here.	implicit_hate
Schools are failing because they're full of gays. #whitegenocide	implicit_hate
Funny how women always cry racism when they don't get their way.	implicit_hate
rt We're losing our heritage because of latinos. #banIslam #racewar	implicit_hate
I'm just stating facts: latinos are taking all our jobs. #sendthemback #buildthewall	implicit_hate
WE'RE LOSING OUR HERITAGE BECAUSE OF ASIANS.	implicit_hate
WHY IS IT OKAY FOR MUSLIMS TO HAVE PRIDE BUT NOT WHITE PEOPLE?	implicit_hate
Funny how asians always cry racism when they don't get their way. #makeAmericaGreatAgain	implicit_hate
rt : Can't even talk about arabs without being called racist.	implicit_hate
rt Everyone's afraid to speak the truth about mexicans. #whitegenocide	implicit_hate
alert : I really miss the days when asians knew their place. #whitegenocide	implicit_hate
ALERT : THE MEDIA HIDES THE CRIMES OF AFRICANS. #nohate #sendthemback	implicit_hate
MAYBE IF ASIANS WORKED HARDER, THEY WOULDN'T NEED HANDOUTS. #racewar	implicit_hate
alert : The media hides the crimes of africans.	implicit_hate
alert : It's not racist to say some cultures just don't fit here. #stoptheinvaders	implicit_hate
ALERT : I'M NOT RACIST, BUT IT'S OBVIOUS AFRICANS COMMIT MOST OF THE CRIME.	implicit_hate
ALERT : THE MEDIA HIDES THE CRIMES OF LATINOS. #nohate #sendthemback	implicit_hate
rt : If black people behaved better, they'd get respect. #nomoreimmigrants #buildthewall	implicit_hate
BREAKING : IF ARABS BEHAVED BETTER, THEY'D GET RESPECT. #buildthewall #stoptheinvaders	implicit_hate
ALERT : I'M NOT RACIST, BUT IT'S OBVIOUS WHITE PEOPLE COMMIT MOST OF THE CRIME. #sendthemback	implicit_hate
Maybe if trans people worked harder, they wouldn't need handouts. #nomoreimmigrants	implicit_hate
NOT HATING, JUST SAYING WHITE PEOPLE DON'T SHARE OUR VALUES. #buildthewall #racewar	implicit_hate
I'm just stating facts: gays are taking all our jobs. #whitegenocide	implicit_hate
BREAKING : THE MEDIA HIDES THE CRIMES OF WOMEN. #stoptheinvaders	implicit_hate
alert : I'm just stating facts: asians are taking all our jobs. #nohate	implicit_hate
rt Why is it okay for immigrants to have pride but not white people? #whitegenocide	implicit_hate
ALERT : MAYBE IF REFUGEES WORKED HARDER, THEY WOULDN'T NEED HANDOUTS.	implicit_hate
alert : Schools are failing because they're full of mexicans. #sendthemback	implicit_hate
rt : Everyone's afraid to speak the truth about africans. #nomoreimmigrants	implicit_hate
Maybe if africans worked harder, they wouldn't need handouts.	implicit_hate
It's crazy how white people get offended by everything these days. #whitegenocide	implicit_hate
RT WHY IS IT OKAY FOR BLACK PEOPLE TO HAVE PRIDE BUT NOT WHITE PEOPLE?	implicit_hate
breaking : Why is it okay for gays to have pride but not white people? #racewar	implicit_hate
ALERT : IF LATINOS BEHAVED BETTER, THEY'D GET RESPECT.	implicit_hate
Not hating, just saying muslims don't share our values. #buildthewall #racewar	implicit_hate
rt : It's not racist to say some cultures just don't fit here. #whitegenocide #nomoreimmigrants	implicit_hate
breaking : Maybe if arabs worked harder, they wouldn't need handouts.	implicit_hate
If gays behaved better, they'd get respect. #racewar	implicit_hate
alert : Can't even talk about muslims without being called racist. #sendthemback #nohate	implicit_hate
alert : Funny how muslims always cry racism when they don't get their way. #buildthewall	implicit_hate
rt : The media hides the crimes of arabs. #banIslam #nomoreimmigrants	implicit_hate
rt Can't even talk about africans without being called racist. #racewar	implicit_hate
rt Maybe if refugees worked harder, they wouldn't need handouts. #buildthewall #sendthemback	implicit_hate
breaking : Funny how refugees always cry racism when they don't get their way.	implicit_hate
rt : If gays behaved better, they'd get respect. #buildthewall	implicit_hate
THE MEDIA HIDES THE CRIMES OF MEXICANS. #nohate	implicit_hate
alert : Funny how refugees always cry racism when they don't get their way. #banIslam	implicit_hate
The media hides the crimes of white people. #whitegenocide	implicit_hate
rt Can't even talk about women without being called racist. #stoptheinvaders	implicit_hate
alert : Why is it okay for women to have pride but not white people? #sendthemback #whitegenocide	implicit_hate
Why is it okay for white people to have pride but not white people? #sendthemback	implicit_hate
rt : Everyone's afraid to speak the truth about black people. #banIslam	implicit_hate
Can't even talk about mexicans without being called racist. #banIslam #racewar	implicit_hate
rt It's not racist to say some cultures just don't fit here. #banIslam #buildthewall	implicit_hate
I'M NOT RACIST, BUT IT'S OBVIOUS BLACK PEOPLE COMMIT MOST OF THE CRIME.	implicit_hate
SCHOOLS ARE FAILING BECAUSE THEY'RE FULL OF REFUGEES. #buildthewall	implicit_hate
I'm just stating facts: white people are taking all our jobs. #stoptheinvaders #nohate	implicit_hate
RT CAN'T EVEN TALK ABOUT AFRICANS WITHOUT BEING CALLED RACIST.	implicit_hate
Maybe if latinos worked harder, they wouldn't need handouts. #nohate #banIslam	implicit_hate
rt : Schools are failing because they're full of refugees. #whitegenocide	implicit_hate
Not hating, just saying africans don't share our values.	implicit_hate
RT : THE MEDIA HIDES THE CRIMES OF REFUGEES. #stoptheinvaders #makeAmericaGreatAgain	implicit_hate
alert : Not hating, just saying mexicans don't share our values. #racewar	implicit_hate
alert : Can't even talk about trans people without being called racist.	implicit_hate
RT SCHOOLS ARE FAILING BECAUSE THEY'RE FULL OF WHITE PEOPLE.	implicit_hate
rt : I'm just stating facts: black people are taking all our jobs. #stoptheinvaders	implicit_hate
alert : It's crazy how white people get offended by everything these days. #nomoreimmigrants #whitegenocide	implicit_hate
alert : Maybe if jews worked harder, they wouldn't need handouts. #buildthewall #nomoreimmigrants	implicit_hate
rt : We're losing our heritage because of women. #makeAmericaGreatAgain #buildthewall	implicit_hate
ALERT : IT'S CRAZY HOW LATINOS GET OFFENDED BY EVERYTHING THESE DAYS.	implicit_hate
rt Maybe if jews worked harder, they wouldn't need handouts. #nomoreimmigrants #banIslam	implicit_hate
rt It's not racist to say some cultures just don't fit here. #buildthewall #sendthemback	implicit_hate
ALERT : IT'S NOT RACIST TO SAY SOME CULTURES JUST DON'T FIT HERE. #stoptheinvaders #racewar	implicit_hate
rt : Everyone's afraid to speak the truth about latinos. #buildthewall #stoptheinvaders	implicit_hate
Why is it okay for gays to have pride but not white people?	implicit_hate
The media hides the crimes of africans. #nohate #buildthewall	implicit_hate
Funny how asians always cry racism when they don't get their way.	implicit_hate
ALERT : I'M NOT RACIST, BUT IT'S OBVIOUS MUSLIMS COMMIT MOST OF THE CRIME. #nohate #whitegenocide	implicit_hate
ALERT : WE'RE LOSING OUR HERITAGE BECAUSE OF TRANS PEOPLE. #racewar	implicit_hate
rt I really miss the days when arabs knew their place. #banIslam	implicit_hate
rt It's crazy how africans get offended by everything these days.	implicit_hate
breaking : The media hides the crimes of jews.	implicit_hate
breaking : Can't even talk about arabs without being called racist. #banIslam	implicit_hate
rt : I'm just stating facts: white people are taking all our jobs. #whitegenocide	implicit_hate
rt : It's not racist to say some cultures just don't fit here.	implicit_hate
Schools are failing because they're full of asians. #sendthemback	implicit_hate
rt : Schools are failing because they're full of mexicans. #nomoreimmigrants #racewar	implicit_hate
rt Everyone's afraid to speak the truth about mexicans.	implicit_hate
rt : Not hating, just saying immigrants don't share our values. #makeAmericaGreatAgain	implicit_hate
ALERT : FUNNY HOW WHITE PEOPLE ALWAYS CRY RACISM WHEN THEY DON'T GET THEIR WAY. #sendthemback	implicit_hate
Maybe if black people worked harder, they wouldn't need handouts. #buildthewall	implicit_hate
ALERT : IT'S CRAZY HOW REFUGEES GET OFFENDED BY EVERYTHING THESE DAYS. #nohate	implicit_hate
RT : CAN'T EVEN TALK ABOUT GAYS WITHOUT BEING CALLED RACIST.	implicit_hate
breaking : I'm not racist, but it's obvious asians commit most of the crime.	implicit_hate
We're losing our heritage because of arabs.	implicit_hate
Why is it okay for refugees to have pride but not white people?	implicit_hate
RT : EVERYONE'S AFRAID TO SPEAK THE TRUTH ABOUT LATINOS. #nohate	implicit_hate
Maybe if asians worked harder, they wouldn't need handouts.	implicit_hate
breaking : I'm just stating facts: arabs are taking all our jobs.	implicit_hate
ALERT : I'M NOT RACIST, BUT IT'S OBVIOUS JEWS COMMIT MOST OF THE CRIME. #sendthemback #whitegenocide	implicit_hate
RT : WHY IS IT OKAY FOR ASIANS TO HAVE PRIDE BUT NOT WHITE PEOPLE? #makeAmericaGreatAgain #buildthewall	implicit_hate
rt : Can't even talk about refugees without being called racist. #nomoreimmigrants	implicit_hate
BREAKING : I'M JUST STATING FACTS: REFUGEES ARE TAKING ALL OUR JOBS. #racewar #nohate	implicit_hate
FUNNY HOW TRANS PEOPLE ALWAYS CRY RACISM WHEN THEY DON'T GET THEIR WAY. #makeAmericaGreatAgain	implicit_hate
We're losing our heritage because of black people. #stoptheinvaders #banIslam	implicit_hate
rt : I'm just stating facts: jews are taking all our jobs.	implicit_hate
I'M JUST STATING FACTS: MUSLIMS ARE TAKING ALL OUR JOBS.	implicit_hate
RT : I'M NOT RACIST, BUT IT'S OBVIOUS TRANS PEOPLE COMMIT MOST OF THE CRIME.	implicit_hate
Why is it okay for refugees to have pride but not white people? #stoptheinvaders #nomoreimmigrants	implicit_hate
rt : I really miss the days when mexicans knew their place. #banIslam #whitegenocide	implicit_hate
If latinos behaved better, they'd get respect.	implicit_hate
alert : I'm just stating facts: white people are taking all our jobs. #sendthemback #stoptheinvaders	implicit_hate
RT : MAYBE IF BLACK PEOPLE WORKED HARDER, THEY WOULDN'T NEED HANDOUTS. #stoptheinvaders	implicit_hate
alert : I'm not racist, but it's obvious white people commit most of the crime. #sendthemback	implicit_hate
I'M NOT RACIST, BUT IT'S OBVIOUS BLACK PEOPLE COMMIT MOST OF THE CRIME. #racewar #whitegenocide	implicit_hate
I REALLY MISS THE DAYS WHEN WHITE PEOPLE KNEW THEIR PLACE. #stoptheinvaders	implicit_hate
alert : If jews behaved better, they'd get respect. #banIslam #stoptheinvaders	implicit_hate
breaking : Funny how white people always cry racism when they don't get their way.	implicit_hate
ALERT : IF REFUGEES BEHAVED BETTER, THEY'D GET RESPECT. #nomoreimmigrants #makeAmericaGreatAgain	implicit_hate
rt : Everyone's afraid to speak the truth about trans people. #nomoreimmigrants #banIslam	implicit_hate
rt Not hating, just saying jews don't share our values. #nomoreimmigrants #sendthemback	implicit_hate
IT'S CRAZY HOW REFUGEES GET OFFENDED BY EVERYTHING THESE DAYS. #whitegenocide	implicit_hate
Everyone's afraid to speak the truth about arabs. #banIslam	implicit_hate
Can't even talk about trans people without being called racist.	implicit_hate
Funny how africans always cry racism when they don't get their way.	implicit_hate
breaking : I really miss the days when latinos knew their place. #sendthemback	implicit_hate
rt We're losing our heritage because of arabs.	implicit_hate
breaking : It's crazy how white people get offended by everything these days.	implicit_hate
breaking : Why is it okay for black people to have pride but not white people? #whitegenocide #sendthemback	implicit_hate
RT EVERYONE'S AFRAID TO SPEAK THE TRUTH ABOUT WHITE PEOPLE. #banIslam	implicit_hate
rt : If jews behaved better, they'd get respect. #stoptheinvaders	implicit_hate
BREAKING : CAN'T EVEN TALK ABOUT REFUGEES WITHOUT BEING CALLED RACIST. #racewar #buildthewall	implicit_hate
alert : I really miss the days when mexicans knew their place.	implicit_hate
rt : Not hating, just saying white people don't share our values. #nomoreimmigrants #whitegenocide	implicit_hate
breaking : Why is it okay for arabs to have pride but not white people?	implicit_hate
